Comment Title,Comment Body,Poster,Date,Time,Recs
,I heard Nedved was Captain. Why?,Marcello ,"Jul 24, 2007 ", 2:05 PM,
,Its just a friendly Raneri wouldint be that stupid to strip Del piero of his captincy.,Anthony ,"Jul 24, 2007 ", 4:03 PM,
,"tachinnardi, Gianichedda gone, Marchisio out on lone. Quality very happy with that, didnt want to see any of these players wasting away on the bench because of an overcrowded midfield. correct me if im wrong but there are already 9 defenders (piccolo going out on co-ownership). Isnt that a lot already? i would love to see chellini, grygera, Criscito, molinaro all in the starting line up…. why are we still looking for defenders?",daniel ,"Jul 24, 2007 ", 10:17 PM,
,i think juve have a lot of defenders just not a strong CD but im not sure. i too hope chiellini stays because if we let him go that will be one of the stupidest moves our managment will make. juve need to stop giving away all their young stars because one day they will regret it,Sofia ,"Jul 25, 2007 ", 5:29 AM,
,"ye out centre defense isn’t that strong, grygera isn’t exactly world class, even though very good. We need someone who will be able to lead the backline, a world class defender or someone close to it, because i don’t think a grygera-andrade defense is enough really. Criscito is too young to marshal a backline, although i’d have him third choice with chiellini left, i’m not too sure about right as i hate zebina. I’d like to see someone like barzagli, heinze is very good as is meira",Gianluca ,"Jul 25, 2007 ", 5:37 AM,
,well i heard that we may be getting heinze so that would be a good addition in order to strengthen our defence,Sofia ,"Jul 26, 2007 ", 5:59 AM,
,"HI everybody, i’ll be at st.james park on 29th. does anybody know what time Juventus is landing at Newcastle airport? or in which hotel they’re gonna stay?
thanks,
ciao a tutti
Forza Juve",Danilo ,"Jul 27, 2007 ", 2:28 PM,
,"Well, we lost to Newcastle today. Nothing to fret about as the team created many chances and I would think that further down the line, as they get used to each other, are a little more fit and sharp in front of goal, they should do well. Almiron is a class player and I think Tiago too although he still needs to get used to his new surrounding.
I am still concerned about defence though. Zebina is particular still has those moments of lack of concentration and his side of the field was clearly the eakest today.
Too early to tell – Newcastle are ten days away from the start of the season while we are a month away. So the two teams were not at equal footing in terms of their preparations…",rossi82 ,"Jul 29, 2007 ", 11:28 AM,
,I will like to know what is happening at juve about the talk for a strong defender i will like to know,tiawo ,"Jul 31, 2007 ", 3:55 AM,
,anyone know where i can watch that game?,mikey ,"Aug 1, 2007 ", 6:14 AM,
,Very disappointing! I don’t like it at all! I think it is time that Juve should find another brand than Nike! event he last year appareal socks!! with the neck flips!! shit!!!!,Hashim Azzouz ,"Jul 17, 2007 ", 5:13 AM,
,"i loved last seasons kits! they were really nice. im still trying to get a 06/07 palladino jersey, cant find it anywhere! these are sooo disappointing. i hate the red crap. juve jerseys are always with yellow writing from what i remember. i dunno red writing is weird to me. but actually i do like everything else. but i dont know if its just me but the stripes look kinda off to, like on the sleves. i realy like how they did the logo though it looks great. and i also like the Bianconeri thing at the bottom but the red writing is what i hate.",Sofia ,"Jul 17, 2007 ", 6:05 AM,
,Dosint make sense the rest of europe unvield thier jerseys and now serie a they unviel them 2 days before the season is it always that serie is slower than the rest of europe.,Anthony ,"Jul 17, 2007 ", 7:29 AM,
,Nice. Old fashion. Me likey,Marcello ,"Jul 17, 2007 ", 11:16 AM,
,"what the hell is chellini’s problem? did he wake up in the mournin and just decide to be a shithead? i dont see why he wouldn get a game anyways… weird
quality tops btw, the red numbers are different and remind me of the good old days when they used to have it? pritty sure that era a certain robbie baggio wore our beloved black and white.",daniel ,"Jul 18, 2007 ", 7:13 AM,
,chiellini just decided to join our resident royalty club with princess trez and princess cam and princess nedved,Sofia ,"Jul 18, 2007 ", 7:25 AM,
,anyone know what the final score was of the friendly match today?,Sofia ,"Jul 18, 2007 ", 10:11 AM,
,5-0 Juventus,Anthony ,"Jul 18, 2007 ", 12:04 PM,
,"5 – 0 vs Mezzocorona ( 4th division )
Boumsong, Trezeguet, Salihamidzic, Marchionni, Palladino all scored. No Ale, Buffon nor Camoranesi.
Chiellini was subbed in the second half, but was forced to run “net-to-net-suicides” during the match, and was explicitly told he was NOT allowed to touch the ball.",Mike ,"Jul 18, 2007 ", 12:51 PM,
,"thats funny about chiellini
everythins is great except the red!!",Aaron ,"Jul 18, 2007 ", 5:02 PM,
,hey sofia some guy was bashing you on goal.com website its the article about mancini,remo scalzo ,"Jul 19, 2007 ", 12:32 AM,
,yeah i know but meh i dont really care b/c he shove it up his ass…see when people are wrong they tend to get angry and so they say things and i just let it roll of my back because they are the ones acting like a 5 year old. usually guys tend to bash me because im a girl and they think girls know nothing. but thanks for the heads up:D,Sofia ,"Jul 19, 2007 ", 6:39 AM,
,"New photos of our boys playing some golf on the Juve website:
http://www.juventus.com/it/news/fotogallery/detail.aspx?lml_language_id=0&trs_id=1204000&ID=11776
Many of these pics are hilarious; be sure to check em out.",Mike ,"Jul 20, 2007 ", 8:39 AM,
,regarding the kits… i realize it’s always a challenge to see names/numbers on the back of a striped shirt. not sure why you don’t all just go with a solid black back kind of like ascoli did last year.,Joe ,"Jul 21, 2007 ", 7:37 AM,
,"we did have the solid black in the champions league (remember those days lol), tell you the truth i thought it looked crappy, depends the style of top i guess",daniel ,"Jul 21, 2007 ", 8:56 AM,
,"i thought last years, totally black away kit was really good…. lol (not sarcastic btw)",Gianluca ,"Jul 21, 2007 ", 9:16 AM,
,"This jersey is sucks…I dont like it all…..
WTF is that ?",Marat ,"Jul 21, 2007 ", 11:38 AM,
,it’s a fake,Mike ,"Jul 23, 2007 ", 8:54 AM,
,how do you know its a fake??,Sofia ,"Jul 23, 2007 ", 4:10 PM,
,"I know that red is the original, but I grew up with the yellow on back. I’m hoping that isn’t going to be the jersey. Plus, the yellow is much easier to see, and is quite stylish. Anyone know where I can catch their games on tv or internet? I live in the US. grazie",mikey ,"Jul 25, 2007 ", 3:20 PM,
,i dunno where they play them in the us sorry..,Sofia ,"Jul 26, 2007 ", 12:09 PM,
,"god, this jersey, i think nike are trying to relegate juve this time, its absolutely ridiculous. the sleeves go in as far as the chest area!i dont mind plain to much but the collar is a nightmare, the number is horrible like that miserable season they had in 99’. i wish kappa made juve jerseys again, i garauntee it would encourage sexy football, i mite buy the black 1 with birindelli on the back, its a safe bet",mick ,"Aug 3, 2007 ", 4:28 PM,
,"dis shirt is disappoining…i doubt that this is the reel thing…jus some shit someone photoshop,,it dont look solid…win lose or draw…shit shirt or not im juve forever…",mukumsplau ,"Aug 4, 2007 ", 1:26 PM,
,Fake.. It is done in Photoshop.. try to look at the right corner of the newholland logo.. something is wrong.. see you 22nd august ;-),Zuko ,"Aug 8, 2007 ", 5:04 AM,
,"not even the real jersey if juvestore.com doesnt have the 07-08 jersey hoe could some other store have it, juvents is going to shoe there jersey the day of there first game or a week before",mike ,"Aug 12, 2007 ", 7:53 AM,
,"If this is going to be the new jersey I’d suggest Juventus takes a new shirt sponsor because these shirts are ugly as hell! Why are they using red numbers and names??? No, these shirts will be one of the most ugliest they’ve ever played in. I know Nike can do better than this! But if Juve isn’t good enough for Nike, Juve must go back to Lotto, at least Lotto created one of the most beautiful Juve-shirts ever!",Juvetifo ,"Aug 18, 2007 ", 1:19 PM,
,Has anybody noticed that the 2 stars are missing on the shirt? I don’t think this is the new shirt at all.,Juvetifo ,"Aug 19, 2007 ", 11:39 AM,
,there fake the new jerseys r coming out 2morrow,mike ,"Aug 21, 2007 ", 12:49 PM,
,"This shirt I never seen in new design for juve. In friendly match, juve wear blank white or all black shirt.",kha ,"Aug 22, 2007 ", 6:35 AM,
,go look at www.juventus.com the new jersey is os ugly,mike ,"Aug 22, 2007 ", 6:42 PM,
,"Juve-Roma… What a game!!!! in a perfect world i would want to see Marchisio v Aquilani, Molinaro v rosi, del piero v totti. This season we are very much like roma with young italian kids as well as some older experienced quality… impossible to pick this game.
Juve-Inter… Juve because i hate inter with a passion.
Juve-Milan…. another great game, i would love to see juve win this game but i think milan might have a bit too much team cohesiveness and out new defence might not be ready for a kaka/ronaldo. but they have an ageing defence so who knows.
Juve-Napoli… we made better signings so far, so its juve in this one.",daniel ,"Jul 13, 2007 ", 5:39 PM,
,Are you sure Andrade? His name isn’t on the Juventus website nor wikipedia.,Marcello ,"Jul 13, 2007 ", 5:59 PM,
,"juve-inter will be juve for a couple reasons :
1. i hate inter i hate inter i hate inter i hate inter…no need to continue ther
2. because juve hate inter soooooo much that they just want revenge and are gonna play like they want to win just to be able to throw it in ibra’s face and be like yeah u shit:)
and the rest of the games all juve because i have great faith in this team and is friggn juve and we are winners:D",Sofia ,"Jul 14, 2007 ", 5:45 AM,
,I think cannavaro is coming back Schuster dosint want to hold on to him i think juve should make the swoop cause if he stays at the white house hes gona be on the bench and we all know he dosint want that.,Anthony ,"Jul 15, 2007 ", 8:12 AM,
,I think Meira will complete our defense and i believe that he will join juve because juve will bring him into another world of football tiago was convinced i think he could help our cause too.,Anthony ,"Jul 15, 2007 ", 8:41 PM,
,"juve-roma y think that it will be a very nice atractive game there will be a lot of goals but I think each side respectively will win in their home match
Juve-inter I think that juve will win but it will be a closed game but juve has always gone and juve will play with all their might
Juve-Milan have to see which players have signed Milan and I think juve will not stand king kaka bc he is playing iincredibly..
Juve-Napoli juve home and away",Charlie ,"Jul 15, 2007 ", 9:29 PM,
,juve are the most supported team in italy!!! :D:D,Sofia ,"Jul 16, 2007 ", 8:22 AM,
